,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
216,11,xx824354,00   0,01  56,02  62,03  55,04  59,05  81,06  71,07  53
217,11,xx824383,00   0,01  55,02  60,03  54,04  59,05  84,06  74,07  55
218,11,xx824413,00   0,01  55,02  62,03  55,04  59,05  86,06  75,07  53
219,11,xx824442,00   0,01  55,02  65,03  54,04  59,05  88,06  79,07  54
220,11,xx824471,00   0,01  56,02  68,03  55,04  57,05  87,06  85,07  55
221,11,xx824500,00   0,01  55,02  70,03  56,04  58,05  85,06  92,07  55
222,11,xx824530,00   0,01  54,02  69,03  54,04  57,05  77,06  96,07  54
223,11,xx824559,00   0,01  56,02  68,03  57,04  57,05  67,06 102,07  56
224,11,xx824588,00   0,01  56,02  62,03  56,04  57,05  61,06  99,07  54
225,11,xx824618,00   0,01  55,02  64,03  56,04  56,05  58,06  77,07  54
226,11,xx824647,00   0,01  54,02  62,03  55,04  55,05  57,06  68,07  55
227,11,xx824676,00   0,01  54,02  56,03  57,04  56,05  56,06  59,07  56
228,11,xx824706,00   0,01  55,02  55,03  56,04  55,05  56,06  58,07  54
229,11,xx824735,00   0,01  55,02  54,03  57,04  56,05  55,06  55,07  56
230,11,xx824764,00   0,01  55,02  56,03  58,04  56,05  55,06  56,07  56
231,11,xx824793,00   0,01  53,02  55,03  55,04  55,05  55,06  57,07  55
232,11,xx824823,00   0,01  55,02  54,03  55,04  55,05  57,06  55,07  55
233,11,xx824852,00   0,01  55,02  56,03  56,04  56,05  55,06  55,07  53
234,11,xx824881,00   0,01  54,02  54,03  56,04  56,05  54,06  57,07  55
235,11,xx824911,00   0,01  54,02  55,03  56,04  55,05  55,06  56,07  54
236,11,xx824940,00   0,01  57,02  55,03  55,04  55,05  54,06  55,07  54
237,11,xx824969,00   0,01  54,02  56,03  56,04  55,05  55,06  57,07  54
238,11,xx824999,00   0,01  54,02  54,03  56,04  56,05  56,06  56,07  53
239,11,xx825028,00   0,01  55,02  55,03  56,04  56,05  55,06  58,07  55
240,11,xx825057,00   0,01  55,02  55,03  56,04  55,05  55,06  55,07  55
241,11,xx825086,00   0,01  55,02  54,03  55,04  55,05  57,06  55,07  55
242,11,xx825116,00   0,01  55,02  54,03  56,04  55,05  56,06  58,07  54
243,11,xx825145,00   0,01  55,02  55,03  57,04  56,05  56,06  55,07  55
244,11,xx825174,00   0,01  54,02  57,03  55,04  56,05  55,06  57,07  55
245,11,xx825204,00   0,01  55,02  55,03  55,04  56,05  56,06  59,07  55
246,11,xx825233,00   0,01  54,02  54,03  54,04  68,05  54,06  56,07  56
247,11,xx825262,00   0,01  55,02  54,03  57,04  90,05  56,06  58,07  56
248,11,xx825291,00   0,01  55,02  55,03  61,04  95,05  57,06  60,07  55
249,11,xx825321,00   0,01  55,02  56,03  64,04 101,05  58,06  58,07  54
250,11,xx825350,00   0,01  56,02  57,03  68,04 113,05  61,06  59,07  55
251,11,xx825379,00   0,01  58,02  59,03  68,04 116,05  64,06  62,07  55
252,11,xx825409,00   0,01  59,02  57,03  70,04 111,05  66,06  60,07  54
253,11,xx825438,00   0,01  60,02  58,03  67,04 103,05  64,06  62,07  54
254,11,xx825467,00   0,01  58,02  58,03  68,04  93,05  65,06  62,07  56
255,11,xx825497,00   0,01  59,02  58,03  66,04  86,05  65,06  63,07  56
256,11,xx825526,00   0,01  59,02  60,03  66,04  83,05  63,06  60,07  56
257,11,xx825555,00   0,01  60,02  60,03  65,04  82,05  65,06  62,07  54
258,11,xx825584,00   0,01  59,02  58,03  67,04  85,05  64,06  62,07  53
259,11,xx825614,00   0,01  60,02  59,03  68,04  88,05  63,06  64,07  53
260,11,xx825643,00   0,01  61,02  61,03  69,04  87,05  65,06  62,07  54
261,11,xx825672,00   0,01  62,02  61,03  66,04  80,05  68,06  63,07  54
262,11,xx825702,00   0,01  62,02  64,03  57,04  71,05  69,06  63,07  53
263,11,xx825731,00   0,01  61,02  67,03  54,04  64,05  67,06  67,07  55
264,11,xx825760,00   0,01  59,02  70,03  55,04  60,05  71,06  68,07  55
265,11,xx825790,00   0,01  55,02  74,03  56,04  59,05  69,06  71,07  55
